unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_time_period,any_error_metrics,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_general,study_subject_detail,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,emissions_factors,emissions_factors_page,survey,survey_respondents,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,lat,lng,population,population_year,region,mitigation_stratcat_t2,mitigation_stratcat_t1
157457,No,No,46.3,ton CO2e/year,1,Unclear,No,14,S8 Reduce water consumption by 20%,Water management system efficiencies,Waste,Roadside-plant irrigation,"3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Road,3.6,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (water consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Water and wastewater system efficiencies,Waste and water treatment practices
157457,No,No,57.4,ton CO2e/year,1,Unclear,No,14,S9 Use 100% treated sewage effluent (TSE) for road-plant irrigation,Water management system efficiencies,Waste,Roadside-plant irrigation,"3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Road,3.6,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (water source replacement),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Water and wastewater system efficiencies,Waste and water treatment practices
157457,No,No,2433,ton CO2e/year,1,Unclear,No,15,S10 Reduce passenger car traffic by 10%,Travel demand management,Transport,Traffic movement,"73052286 vehicles/year (27550010 passenger vehicles/year, 37669054 light trucks/year, 7833222 heavy duty trucks/year) 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Vehicle traffic,7.3052286E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (transportation reduction),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Travel demand management,Transportation system management
157457,No,No,95,ton CO2e/year,1,Unclear,No,15,S11 Increase higher efficiency passenger cars by 10%,Transition to low emissions fuels,Transport,Traffic movement,"73052286 vehicles/year (27550010 passenger vehicles/year, 37669054 light trucks/year, 7833222 heavy duty trucks/year) 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Vehicle traffic,7.3052286E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,Operation (reduced fuel consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Fuel switching and fuel efficiency,Clean vehicle transportation
157457,No,No,1942,ton CO2e/year,1,Unclear,No,15,S12 Use LNG for 20% of passenger cars,Transition to low emissions fuels,Transport,Traffic movement,"73052286 vehicles/year (27550010 passenger vehicles/year, 37669054 light trucks/year, 7833222 heavy duty trucks/year) 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Vehicle traffic,7.3052286E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,Operation (fuel source replacement),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Fuel switching and fuel efficiency,Clean vehicle transportation
157457,No,No,-555,ton CO2e/year,1,Unclear,No,15,S13 Replace 10% of ICE passenger cars with BEVs,"Electric Mobility (EV, HEV)",Transport,Traffic movement,"73052286 vehicles/year (27550010 passenger vehicles/year, 37669054 light trucks/year, 7833222 heavy duty trucks/year) 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Vehicle traffic,7.3052286E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,"Operation (reduced fuel consumption, increased electricity usage)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"This scenario is based on Abu Dhabi's planned 2035 energy mix. Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Electric Mobility (EV, HEV)",Clean vehicle transportation
157457,No,No,6182,ton CO2e/year,1,Unclear,No,15,S14 Replace 30% of ICE passenger cars with BEVs and change energy mix,"Electric Mobility (EV, HEV)",Transport,Traffic movement,"73052286 vehicles/year (27550010 passenger vehicles/year, 37669054 light trucks/year, 7833222 heavy duty trucks/year) 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Vehicle traffic,7.3052286E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,"Operation (reduced fuel consumption, increased electricity usage)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Electric Mobility (EV, HEV)",Clean vehicle transportation
157457,No,No,98,ton CO2e,1,2009,No,13,S1 Use 15% recycled asphalt,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"180 m^3 asphalt. 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Construction Materials,180,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,28,ton CO2e,1,2009,No,13,S2 Use 50% recycled aggregate,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"49280 m^3 aggregates. 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Construction Materials,49280,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,394,ton CO2e,1,2009,No,13,S3 Replace hot mix asphalt with warm mix asphalt,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"180 m^3 asphalt. 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Construction Materials,190,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,1167,ton CO2e,1,2009,No,13,"S4 Replace 70% Portland cement with ground granulated blast
furnace slag (GGBFS)","Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2490 m^3 concrete. 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Construction Materials,2490,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,145,ton CO2e,1,2009,No,13,S5 Use asphalt with high stiffness modulus in the base layer,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"180 m^3 asphalt. 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Construction Materials,180,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,85.2,ton CO2e/year,1,Unclear,No,14,S6 Replace conventional lamps with LED lamps,Intelligent transportation system,Transport,Road lighting,"2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Road,2.87,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (electricity consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Intelligent transportation system,Transportation system management
157457,No,No,48.9,ton CO2e/year,1,NA,No,14,S7 Use 25% solar energy for lighting,Intelligent transportation system,Transport,Road lighting,"2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Road,2.87,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (electricity consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Intelligent transportation system,Transportation system management
157457,No,No,7.8,ton CO2e/year,1,NA,No,14,S8 Reduce water consumption by 20%,Water management system efficiencies,Waste,Roadside-plant irrigation,"2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Road,2.87,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (water consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Water and wastewater system efficiencies,Waste and water treatment practices
157457,No,No,9.7,ton CO2e/year,1,NA,No,14,S9 Use 100% treated sewage effluent (TSE) for road-plant irrigation,Water management system efficiencies,Waste,Roadside-plant irrigation,"2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",Road,2.87,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (water source replacement),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Water and wastewater system efficiencies,Waste and water treatment practices
157457,No,No,530,ton CO2e/year,1,NA,No,15,S10 Reduce passenger car traffic by 10%,Travel demand management,Transport,Traffic movement,"20133968 vehicles/year (7593069 passenger vehicles/year, 10381982 light trucks/year, 2158917 heavy duty trucks/year) 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",NA,2.0133968E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (transportation reduction),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Travel demand management,Transportation system management
157457,No,No,23,ton CO2e/year,1,NA,No,15,S11 Increase higher efficiency passenger cars by 10%,Transition to low emissions fuels,Transport,Traffic movement,"20133968 vehicles/year (7593069 passenger vehicles/year, 10381982 light trucks/year, 2158917 heavy duty trucks/year) 2.87 km of primary, 2-lane road with 3.65m wide lanes (Case 3)",NA,2.0133968E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,Operation (reduced fuel consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Fuel switching and fuel efficiency,Clean vehicle transportation
